Notikuma identifikators;TL kārtas numurs notikumā;TL veids;Marka;Modelis;Izlaiduma gads;Personas kārtas numurs notikumā;Statuss;Vecums (uz notikuma brīdi);Dzimums;Reibums;Miesas bojājumi
190451540;;;;;;2;;;V;Nē;bez miesas bojājumiem
190451547;1;Vieglā;RENAULT;MEGANE;2012;1;Vadītājs;67;V;Nē;bez miesas bojājumiem
190451547;2;Velosipēds;;;;2;Velosipēda vadītājs;14;S;Nē;viegli miesas bojājumi
190451552;1;Vieglā;HYUNDAI;TUCSON;2007;1;Vadītājs;75;V;Nē;bez miesas bojājumiem
190451552;2;Vieglā;BMW;530;2006;2;Vadītājs;34;S;Nē;bez miesas bojājumiem
190451554;1;Vieglā;AUDI;A6 LIMOUSINE;2013;1;;;;Nē;
190451554;2;Vieglā;VOLVO;V70;2003;1;;;;Nē;
190451555;1;Vieglā;AUDI;A6;2007;1;;;;Nē;
190451555;2;Vieglā;HYUNDAI;SANTA FE;2006;1;;;;Nē;
190451562;1;Vieglā;BMW;320;2002;3;;;;Nē;
190451562;2;Vieglā;FORD;FOCUS;2000;3;;;;Nē;
190451562;;;;;;1;;;V;Nē;bez miesas bojājumiem
190451562;;;;;;2;;;V;Nē;bez miesas bojājumiem
190451569;1;Kravas;SCANIA;P 420;2010;1;Vadītājs;39;V;Nē;bez miesas bojājumiem
190451569;2;Piekabe;HFR;KK18;2008;2;;;;Nē;
190451571;1;Vieglā;VW;TOURAN;2006;3;;;;Nē;
190451571;2;Vieglā;VW;PASSAT;2011;3;;;;Nē;
190451571;;;;;;2;;;V;Nē;bez miesas bojājumiem
190451571;;;;;;1;;;V;Nē;bez miesas bojājumiem
190451584;1;Vieglā;TOYOTA;LAND CRUISER;2012;2;Pasažieris;52;S;Nē;bez miesas bojājumiem
190451584;1;Vieglā;TOYOTA;LAND CRUISER;2012;5;Pasažieris;0;V;Nē;viegli miesas bojājumi
190451584;1;Vieglā;TOYOTA;LAND CRUISER;2012;4;Pasažieris;5;V;Nē;viegli miesas bojājumi
190451584;1;Vieglā;TOYOTA;LAND CRUISER;2012;3;Vadītājs;28;S;Nē;bez miesas bojājumiem
190451584;2;Kravas;VW;CADDY;2004;1;Vadītājs;51;S;Nē;bez miesas bojājumiem
190451585;1;Vieglā;VW;PASSAT;2015;1;;;;Nē;
190451585;2;Vieglā;BMW;530;2004;1;;;;Nē;
190451602;1;Mopēds,motorollers;;;;1;Mopēdists;49;V;Jā;bez miesas bojājumiem
190451602;1;Mopēds,motorollers;;;;2;Pasažieris;51;S;Nē;viegli miesas bojājumi
190451611;1;Vieglā;PEUGEOT;PARTNER;2018;3;Vadītājs;29;V;Nē;bez miesas bojājumiem
190451611;2;Motocikls;HARLEY DAVIDSON;STREET BOB;2016;2;Vadītājs;31;V;Nē;bez miesas bojājumiem
190451611;3;Trolejbuss;;;;1;Vadītājs;55;V;Nē;bez miesas bojājumiem
190451623;1;Vieglā;VW;GOLF PLUS;2007;1;Vadītājs;26;S;Nē;bez miesas bojājumiem
190451908;1;Vieglā;OPEL;VECTRA STATION WAGON;2006;3;;;;Nē;
190451908;2;Vieglā;AUDI;A4;2005;3;;;;Nē;
190451908;;;;;;1;;;S;Nē;bez miesas bojājumiem
190451908;;;;;;2;;;S;Nē;bez miesas bojājumiem
190451929;1;Vieglā;VW;PASSAT;2004;2;Vadītājs;68;V;Nē;bez miesas bojājumiem
190451929;2;Vieglā;MERCEDES BENZ;S320;2002;1;Vadītājs;30;V;Nē;bez miesas bojājumiem
190453285;1;Vieglā;AUDI;Q5;2014;1;;;;Nē;
190453285;2;Vieglā;VW;POLO;1997;1;;;;Nē;
190453286;1;Vieglā;BMW;530;2004;1;Vadītājs;38;S;Nē;bez miesas bojājumiem
190453290;1;Vieglā;VW;GOLF;2001;1;Vadītājs;;;Nē;bez miesas bojājumiem
190453292;1;Vieglā;SAAB;9-3;2006;1;Vadītājs;;V;Nē;bez miesas bojājumiem
190453308;1;Vieglā;PEUGEOT;EXPERT TRAVELLER;2018;1;Vadītājs;49;V;Nē;bez miesas bojājumiem
190453308;2;Vieglā;KIA;SORENTO;2008;2;Vadītājs;36;S;Nē;bez miesas bojājumiem
190453325;1;Vieglā;AUDI;Q7;2007;2;Vadītājs;;V;Nē;bez miesas bojājumiem
190453325;2;Vieglā;VOLVO;V40;2003;1;Vadītājs;51;V;Nē;bez miesas bojājumiem
190453341;1;Kravas;MERCEDES BENZ;ACTROS;2019;1;Vadītājs;;V;Nē;bez miesas bojājumiem
190453468;1;Vieglā;BMW;320;2003;1;;;;Nē;
190453468;2;Vieglā;AUDI;A4;2007;1;;;;Nē;
190453495;1;Vieglā;OPEL;TIGRA;1998;3;;;;Nē;
190453495;2;Vieglā;AUDI;A4 AVANT;2012;3;;;;Nē;
190453495;;;;;;2;;;S;Nē;bez miesas bojājumiem
190453495;;;;;;1;;;S;Nē;bez miesas bojājumiem
190453504;1;Vieglā;VW;PASSAT;2012;1;;;;Nē;
190453504;2;Vieglā;CITROEN;XSARA;2001;1;;;;Nē;
190453509;1;Vieglā;OPEL;ASTRA;2007;1;Vadītājs;24;V;Nē;bez miesas bojājumiem
190453551;1;Vieglā;VW;PASSAT VARIANT;1998;2;Vadītājs;26;S;Nē;bez miesas bojājumiem
190453551;2;Vieglā;VW;PASSAT;2011;1;Vadītājs;57;V;Nē;bez miesas bojājumiem
190453559;1;Motocikls;YAMAHA;XT 125;2007;1;;;;Nē;
190453559;2;Vieglā;OPEL;ASTRA;2008;1;;;;Nē;
190453564;1;Kravas;VW;TRANSPORTER;2001;1;;;;Nē;
190453585;1;Vieglā;TOYOTA;RAV4;2019;1;Vadītājs;30;S;Nē;bez miesas bojājumiem
190453586;1;Vieglā;BMW;330;2001;1;Vadītājs;20;V;Nē;bez miesas bojājumiem
190453596;1;Kravas;MERCEDES BENZ;SPRINTER 311;2001;3;;;;Nē;
190453596;2;Vieglā;BMW;320D;1999;3;;;;Nē;
190453596;;;;;;2;;;V;Nē;bez miesas bojājumiem
190453596;;;;;;1;;;V;Nē;bez miesas bojājumiem
190453597;1;Vieglā;CITROEN;C4 PICASSO;2006;3;;;;Nē;
190453597;2;Vieglā;NISSAN;QASHQAI;2018;3;;;;Nē;
190453597;;;;;;1;;;V;Nē;bez miesas bojājumiem
190453597;;;;;;2;;;S;Nē;bez miesas bojājumiem
190453618;1;Vieglā;BMW;520;2013;2;Vadītājs;51;V;Nē;bez miesas bojājumiem
190453618;2;Vieglā;TOYOTA;YARIS;2017;1;Vadītājs;50;S;Nē;bez miesas bojājumiem
190453623;1;Kravas vilcējs;;;;1;Vadītājs;33;V;Nē;bez miesas bojājumiem
190453668;1;Vieglā;VW;PASSAT;2012;2;Vadītājs;35;V;Nē;bez miesas bojājumiem
190453668;2;Velosipēds;;;;1;Velosipēda vadītājs;19;V;Nē;viegli miesas bojājumi
190453669;1;Kravas;FORD;TRANSIT;2011;1;Vadītājs;45;V;Nē;viegli miesas bojājumi
190453669;2;Vieglā;OPEL;ZAFIRA;2000;2;Vadītājs;78;V;Nē;bez miesas bojājumiem
190453672;1;Kravas;DAF;XF 95;2004;1;Vadītājs;68;V;Nē;bez miesas bojājumiem
190453682;1;Vieglā;HONDA;CIVIC;2002;1;Vadītājs;37;V;Nē;bez miesas bojājumiem
190453682;2;Vieglā;AUDI;A4;2002;2;Vadītājs;;V;Nē;bez miesas bojājumiem
190453709;1;Vieglā;KIA;CEE D;2007;1;;;;Nē;
190453709;2;Vieglā;NISSAN;JUKE;2018;1;;;;Nē;
190453712;1;Vieglā;VW;GOLF;2010;1;Vadītājs;23;S;Nē;bez miesas bojājumiem
190453713;1;Vieglā;SUBARU;IMPREZA;1994;1;;;;Nē;
190453713;2;Vieglā;TOYOTA;RAV4;2017;1;;;;Nē;
190453733;1;Vieglā;AUDI;A4;2007;1;;;;Nē;
190453733;2;Vieglā;VW;CARAVELLE;1993;1;;;;Nē;
190453738;1;Vieglā;MITSUBISHI;LANCER;2008;1;Vadītājs;56;S;Nē;bez miesas bojājumiem
190453779;1;Vieglā;VW;SHARAN;1999;2;Vadītājs;49;V;Nē;bez miesas bojājumiem
190453779;2;Mopēds,motorollers;;;;1;Mopēdists;48;V;Nē;viegli miesas bojājumi
190453781;1;Vieglā;VW;GOLF;2011;1;;;;Nē;
190453781;2;Vieglā;RENAULT;ESPACE;2005;1;;;;Nē;
190453788;1;Vieglā;AUDI;A6;2007;1;;;;Nē;
190453788;2;Vieglā;HYUNDAI;SANTA FE;2006;1;;;;Nē;
190453813;1;Vieglā;AUDI;A4 AVANT;2000;1;;;;Nē;
190453813;2;Vieglā;OPEL;INSIGNIA GRAND SPORT;2018;1;;;;Nē;
190453814;1;Traktortehnika;;;;2;Vadītājs;28;V;Nē;bez miesas bojājumiem
190453814;2;Vieglā;CHRYSLER;VOYAGER;1999;1;Vadītājs;57;V;Nē;bez miesas bojājumiem
190453824;1;Vieglā;OPEL;ASTRA;1996;1;Vadītājs;30;V;Nē;bez miesas bojājumiem
190453824;2;Vieglā;MERCEDES BENZ;E270;2001;2;Vadītājs;38;S;Nē;bez miesas bojājumiem
190453825;1;Vieglā;OPEL;ASTRA;2011;1;Vadītājs;47;S;Nē;bez miesas bojājumiem
190453825;2;Vieglā;VW;JETTA;2015;2;Vadītājs;36;V;Nē;bez miesas bojājumiem
190453825;3;Vieglā;RENAULT;;2019;3;Vadītājs;46;V;Nē;bez miesas bojājumiem
190453835;1;Vieglā;AUDI;A6 LIMOUSINE;2013;1;;;;Nē;
190453835;2;Vieglā;VOLVO;V70;2003;1;;;;Nē;
190453848;1;Vieglā;VOLVO;S60;2003;1;;;;Nē;
190453848;2;Kravas;MERCEDES BENZ;ACTROS 1846;2011;1;;;;Nē;
190453888;1;Vieglā;VW;POLO;2018;2;Vadītājs;24;V;Nē;bez miesas bojājumiem
190453888;2;Vieglā;VW;GOLF PLUS;2006;1;Vadītājs;76;S;Nē;bez miesas bojājumiem
190453934;1;Vieglā;TOYOTA;AVENSIS VERSO;2004;3;;;;Nē;
190453934;2;Vieglā;VOLVO;V70;2005;3;;;;Nē;
190453934;;;;;;1;;;V;Nē;bez miesas bojājumiem
190453934;;;;;;2;;;S;Nē;bez miesas bojājumiem
190453943;1;Vieglā;VW;SHARAN;2002;2;Vadītājs;64;V;Nē;bez miesas bojājumiem
190453943;2;Vieglā;AUDI;80 AVANT;1994;1;Vadītājs;57;V;Nē;bez miesas bojājumiem
190453946;1;Kravas;PEUGEOT;PARTNER;2012;1;Vadītājs;60;V;Jā;bez miesas bojājumiem
190453946;2;Vieglā;AUDI;80;1990;2;Vadītājs;38;V;Nē;bez miesas bojājumiem
190453959;1;Vieglā;FORD;KUGA;2010;2;Vadītājs;52;S;Nē;bez miesas bojājumiem
190453959;2;Vieglā;AUDI;A6;1997;1;Vadītājs;19;V;Nē;bez miesas bojājumiem
190453994;1;Vieglā;SAAB;9-3;2006;2;Vadītājs;;V;Nē;bez miesas bojājumiem
190453994;2;Vieglā;SEAT;LEON;2006;1;Vadītājs;40;S;Nē;bez miesas bojājumiem
190454019;1;Vieglā;VW;PASSAT;2007;1;Vadītājs;46;S;Nē;bez miesas bojājumiem
190454046;1;Vieglā;VW;JETTA;2016;1;Vadītājs;46;S;Nē;bez miesas bojājumiem
190454046;2;Vieglā;;;;2;Vadītājs;;V;Nē;bez miesas bojājumiem
190454049;1;Vieglā;SUBARU;IMPREZA;2005;1;Vadītājs;35;V;Nē;bez miesas bojājumiem
190454058;1;Vieglā;FORD;MAVERICK;2006;1;;;;Nē;
190454058;2;Vieglā;VOLVO;C30;2008;1;;;;Nē;
190454071;1;Vieglā;AUDI;A6;2007;1;Vadītājs;39;V;Nē;bez miesas bojājumiem
190454071;2;Vieglā;VW;PASSAT;2005;2;Vadītājs;24;V;Jā;bez miesas bojājumiem
190454085;1;Vieglā;VOLVO;S80;2003;1;;;;Nē;
190454085;2;Vieglā;AUDI;A4 AVANT;2003;1;;;;Nē;
190454093;1;Vieglā;MAZDA;6;2007;1;Vadītājs;32;S;Nē;bez miesas bojājumiem
190454094;1;Pārvietošanās līdzeklis ar elektromotoru;;;;1;Citi;10;V;Nē;viegli miesas bojājumi
190454108;1;Vieglā;CHRYSLER;GRAND VOYAGER;2004;1;;;;Nē;
190454108;2;Vieglā;ŠKODA;OCTAVIA;2018;1;;;;Nē;
190454113;1;Vieglā;VW;PASSAT VARIANT;1997;1;Vadītājs;;;Nē;bez miesas bojājumiem
190454118;1;Nedefinēts;;;;1;Vadītājs;22;V;Nē;viegli miesas bojājumi
190454122;1;Kravas;VOLVO;FH;2011;1;Vadītājs;56;V;Nē;bez miesas bojājumiem
190454122;2;Vieglā;OPEL;ASTRA STATION WAGON;2005;2;Vadītājs;31;S;Nē;bez miesas bojājumiem
190454122;3;Puspiekabe;SCHMITZ;SKI 24;2013;3;;;;Nē;
190454141;1;Vieglā;VOLVO;S60;2008;1;Vadītājs;64;V;Nē;bez miesas bojājumiem
190454153;1;Vieglā;BMW;320;2001;1;;;;Nē;
190454153;2;Vieglā;CITROEN;DS5;2012;1;;;;Nē;
190454168;1;Vieglā;SEAT;IBIZA;2007;1;Vadītājs;66;V;Jā;bez miesas bojājumiem
190454175;1;Vieglā;AUDI;A7;2011;1;Vadītājs;43;V;Nē;bez miesas bojājumiem
190454179;1;Vieglā;TOYOTA;PROACE CITY VERSO;2020;1;;;;Nē;
190454179;2;Vieglā;VOLVO;V70;2007;1;;;;Nē;
190454213;1;Vieglā;MITSUBISHI;LANCER;2009;2;Vadītājs;28;S;Nē;bez miesas bojājumiem
190454213;2;Velosipēds;;;;1;Velosipēda vadītājs;44;V;Nē;viegli miesas bojājumi
190454224;1;Vieglā;BMW;730;2011;1;Vadītājs;24;S;Nē;bez miesas bojājumiem
190454224;2;Vieglā;MERCEDES BENZ;S500;2007;2;Vadītājs;;V;Nē;bez miesas bojājumiem
190454237;1;Vieglā;ŠKODA;SUPERB;2008;1;Vadītājs;51;S;Nē;bez miesas bojājumiem
190454237;2;Vieglā;VW;PASSAT;2003;2;Vadītājs;56;S;Nē;bez miesas bojājumiem
190454237;2;Vieglā;VW;PASSAT;2003;3;Pasažieris;55;S;Nē;viegli miesas bojājumi
190454237;2;Vieglā;VW;PASSAT;2003;4;Pasažieris;10;V;Nē;viegli miesas bojājumi
190454238;1;Vieglā;MERCEDES BENZ;GL 350;2013;3;Vadītājs;34;V;Nē;bez miesas bojājumiem
190454238;2;Vieglā;NISSAN;JUKE;2012;2;Vadītājs;45;S;Nē;bez miesas bojājumiem
190454238;3;Vieglā;HYUNDAI;SANTA FE;2006;1;Vadītājs;40;V;Nē;bez miesas bojājumiem
190454241;1;Vieglā;DACIA;LOGAN;2007;3;;;;Nē;
190454241;2;Kravas;VOLVO;FH;2006;3;;;;Nē;
190454241;3;Puspiekabe;CRANE;FRUEHAUF DJDSA3;1998;3;;;;Nē;
190454241;;;;;;2;;;S;Nē;bez miesas bojājumiem
190454241;;;;;;1;;;V;Nē;bez miesas bojājumiem
190454250;1;Kravas;VW;CADDY;2002;3;Vadītājs;63;V;Nē;bez miesas bojājumiem
190454250;2;Vieglā;VW;SHARAN;2002;2;Vadītājs;37;V;Nē;bez miesas bojājumiem
190454250;3;Vieglā;OPEL;CORSA-E;2017;1;Vadītājs;40;S;Nē;bez miesas bojājumiem
190454280;1;Traktortehnika;;;;1;Vadītājs;60;V;Nē;bez miesas bojājumiem
190648082;1;Vieglā;HONDA;ACCORD;2009;2;Vadītājs;29;V;Nē;bez miesas bojājumiem
190648082;2;Motocikls;KTM;690 ENDURO;2012;1;Vadītājs;37;V;Nē;viegli miesas bojājumi
190648108;1;Kravas;OPEL;ASTRA SPORTS TOURER;2015;1;Vadītājs;33;V;Nē;bez miesas bojājumiem
190648108;2;Velosipēds;;;;2;Velosipēda vadītājs;;V;Nē;bez miesas bojājumiem
190648117;1;Vieglā;VW;POLO VARIANT;1998;1;;;;Nē;
190648410;1;Vieglā;MAZDA;6;2003;3;;;;Nē;
190648410;2;Vieglā;FORD;GALAXY;1998;3;;;;Nē;
190648410;;;;;;1;;;V;Nē;bez miesas bojājumiem
190648410;;;;;;2;;;V;Nē;bez miesas bojājumiem
190648453;1;Vieglā;AUDI;A3;2002;2;Vadītājs;;V;Nē;bez miesas bojājumiem
190648453;2;Kravas;MAN;TGS 18.360;2013;1;Vadītājs;46;V;Nē;bez miesas bojājumiem
190648468;1;Kravas;RENAULT;TRAFIC;2012;3;Vadītājs;48;V;Nē;bez miesas bojājumiem
190648468;2;Kravas;CITROEN;BERLINGO;2013;1;Vadītājs;36;V;Nē;bez miesas bojājumiem
190648468;3;Kravas;VW;TRANSPORTER;2015;2;Vadītājs;35;V;Nē;bez miesas bojājumiem
190648471;1;Vieglā;AUDI;A6;2006;1;Vadītājs;46;V;Nē;bez miesas bojājumiem
190648499;1;Vieglā;BMW;535D;2011;1;Vadītājs;37;S;Nē;bez miesas bojājumiem
190648499;2;Velosipēds;;;;2;Velosipēda vadītājs;31;V;Nē;bez miesas bojājumiem
190648507;1;Vieglā;HYUNDAI;SANTA FE;2008;2;Vadītājs;;V;Nē;bez miesas bojājumiem
190648507;2;Vieglā;HYUNDAI;SANTA FE;2007;1;Vadītājs;53;V;Nē;bez miesas bojājumiem
190648540;1;Vieglā;SUBARU;LEGACY;2009;2;Vadītājs;38;V;Nē;bez miesas bojājumiem
190648540;2;Vieglā;VW;TOURAN;2004;1;Vadītājs;60;V;Nē;bez miesas bojājumiem
190648543;1;Vieglā;VW;TRANSPORTER;2005;2;Vadītājs;45;V;Nē;bez miesas bojājumiem
190648543;2;Vieglā;VW;GOLF;2016;1;Vadītājs;28;V;Nē;viegli miesas bojājumi
190648833;1;Vieglā;TOYOTA;COROLLA;2004;1;Vadītājs;54;S;Nē;bez miesas bojājumiem
190648856;1;Vieglā;FORD;MONDEO;2010;2;Vadītājs;42;V;Nē;bez miesas bojājumiem
190648856;2;Vieglā;CITROEN;;2008;1;Vadītājs;45;V;Nē;bez miesas bojājumiem
190648856;;;;;;1;;;V;Nē;bez miesas bojājumiem
190648931;1;Vieglā;VW;TRANSPORTER;2004;1;Vadītājs;53;V;Nē;bez miesas bojājumiem
190648931;2;Vieglā;KIA;SPORTAGE;2016;2;Vadītājs;74;V;Nē;bez miesas bojājumiem
190648931;3;Vieglā;SEAT;IBIZA;2012;4;Vadītājs;48;S;Nē;viegli miesas bojājumi
190648931;4;Vieglā;AUDI;Q7;2009;3;Vadītājs;39;V;Nē;bez miesas bojājumiem
190649402;1;Vieglā;VOLVO;V60;2012;3;Vadītājs;29;V;Nē;bez miesas bojājumiem
190649402;2;Vieglā;VW;GOLF;2007;1;Vadītājs;44;S;Nē;bez miesas bojājumiem
190649402;3;Vieglā;BMW;X3;2012;2;Vadītājs;34;S;Nē;bez miesas bojājumiem
190649402;4;Vieglā;PEUGEOT;307;2007;4;Vadītājs;24;V;Nē;bez miesas bojājumiem
190649430;1;Vieglā;AUDI;A4;2007;1;Vadītājs;35;V;Jā;bez miesas bojājumiem
190649430;1;Vieglā;AUDI;A4;2007;2;Pasažieris;27;S;Jā;bez miesas bojājumiem
190649436;1;Vieglā;BMW;525;2004;1;Vadītājs;;;Nē;bez miesas bojājumiem
190649454;1;Vieglā;BMW;X1;2011;1;Vadītājs;56;S;Nē;bez miesas bojājumiem
190649454;2;Vieglā;OPEL;COMBO;2007;2;Vadītājs;79;V;Nē;bez miesas bojājumiem
190649459;1;Vieglā;BMW;320;2002;2;Vadītājs;;V;Nē;bez miesas bojājumiem
190649459;2;Vieglā;ŠKODA;FABIA;2014;1;Vadītājs;;V;Nē;bez miesas bojājumiem
190649460;1;Vieglā;RENAULT;MEGANE SCENIC;2004;1;Vadītājs;42;V;Jā;bez miesas bojājumiem
190649460;2;Kravas;MERCEDES BENZ;SPRINTER;2014;2;Vadītājs;27;V;Nē;bez miesas bojājumiem
190649475;1;Vieglā;BMW;X6;2011;1;Vadītājs;50;V;Nē;bez miesas bojājumiem
190649475;2;Vieglā;VW;PASSAT VARIANT;1993;2;Vadītājs;33;V;Nē;bez miesas bojājumiem
190649486;1;Vieglā;OPEL;MOVANO AUTO-FORM;2016;1;Vadītājs;55;V;Nē;viegli miesas bojājumi
190649486;2;Velosipēds;;;;2;Velosipēda vadītājs;21;V;Nē;viegli miesas bojājumi
190649509;1;Vieglā;CHEVROLET;CAPTIVA;2007;1;Vadītājs;49;V;Nē;bez miesas bojājumiem
190649509;2;Nedefinēts;;;;2;Vadītājs;;V;Nē;bez miesas bojājumiem
190649527;1;Kravas;VW;CRAFTER;2014;1;;;;Nē;
190649527;2;Vieglā;CHEVROLET;LACETTI;2007;1;;;;Nē;
190649747;1;Vieglā;FORD;FOCUS;2012;1;Vadītājs;;V;Nē;bez miesas bojājumiem
190649751;1;Vieglā;ŠKODA;OCTAVIA;2017;1;Vadītājs;;V;Nē;bez miesas bojājumiem
190649758;1;Vieglā;OPEL;COMBO;2005;2;Vadītājs;76;S;Nē;bez miesas bojājumiem
190649758;2;Vieglā;VOLVO;XC70;2009;4;Vadītājs;73;S;Nē;bez miesas bojājumiem
190649758;3;Vieglā;TOYOTA;COROLLA VERSO;2006;1;Vadītājs;54;S;Nē;bez miesas bojājumiem
190649758;4;Vieglā;VW;PASSAT;1999;5;Vadītājs;;V;Nē;bez miesas bojājumiem
190649758;5;Vieglā;MERCEDES BENZ;VIANO;2004;3;Vadītājs;35;V;Nē;bez miesas bojājumiem
